"Group","Label","Category","category","likelihood","magnitude","likelihoodSE","magnitudeSE","likelihoodSD","magnitudeSD","mnConf","mntimeframe","likelihoodCV","magnitudeCV","cat_wrap","ylower","yupper","xlower","xupper","confidence","uncertainty","Sector2","focus"
"Fisheries","Fisheries:  Capacity building/capacity reduction","Capacity building/capacity reduction","Increase public awareness of need for adaption ",8.23529411764706,7.64705882352941,0.219112712143402,0.342366080200671,0.903424856082804,1.41161151129605,2.96875,1.33639705882353,10.9701589667198,18.4595351477176,"Increase public awareness of
need for adaption",7.80802432896742,8.66256390632669,6.9794449671381,8.31467267992072,2.96875,0.336842105263158,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Capacity building/capacity reduction","Capacity building/capacity reduction","Increase scientists awareness of need for adaption ",8.52941176470588,4.82352941176471,0.543123097429982,0.625648452534784,2.23935389841645,2.57961465430515,3.53333333333333,1.12132352941176,26.2544939814342,53.4798160038873,"Increase scientists awareness
of need for adaption",7.47032172471742,9.58850180469435,3.60351492932188,6.04354389420753,3.53333333333333,0.283018867924528,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Capacity building/capacity reduction","Capacity building/capacity reduction","Livelihood diversification of coastal communities ",6,7.58823529411765,0.383482494423685,0.309872169201551,1.58113883008419,1.27763568405726,3.00274725274725,1.84926470588235,26.3523138347365,16.837059402305,"Livelihood diversification of
coastal communities",5.25220913587381,6.74779086412619,6.98398456417462,8.19248602406067,3.00274725274725,0.333028362305581,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Capacity building/capacity reduction","Capacity building/capacity reduction","Vessel decommissioning or repurposing ",6.58823529411765,5,0.374350648863466,0.428746462856272,1.54348726628258,1.76776695296637,2.77272727272727,1.76102941176471,23.4279317203606,35.3553390593274,"Vessel decommissioning or
repurposing",5.85825152883389,7.31821905940141,4.16394439743027,5.83605560256973,2.77272727272727,0.360655737704918,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Structural reform of governance system","Structural reform of governance system","Improve equity/agency in management and decision making ",6.29411764705882,7,0.409130227742458,0.373772500798201,1.68688714361516,1.54110350074224,3.00454545454545,1.82352941176471,26.8010106929512,22.0157642963178,"Improve equity/agency in
management and decision making",5.49631370296103,7.09192159115662,6.27114362344351,7.72885637655649,3.00454545454545,0.332829046898638,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Structural reform of governance system","Structural reform of governance system","Improve planning for emergency responses ",7.35294117647059,7.23529411764706,0.428241758192972,0.291161615782696,1.76568600232984,1.20049009599756,2.54166666666667,1.61764705882353,24.0133296316858,16.5921395381777,"Improve planning for emergency
responses",6.51786974799429,8.18801260494688,6.6675289668708,7.80305926842332,2.54166666666667,0.39344262295082,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Structural reform of governance system","Structural reform of governance system","Reform of high level cross-jurisdiction governance and agreements (e.g. UN Fish stocks agreement) ",4.64705882352941,7.35294117647059,0.296315318817792,0.445080763247693,1.22173935797433,1.83511499880076,2.78671328671329,2,26.2905937791945,24.9575639836904,"Reform of high level cross-
jurisdiction governance and
agreements (e.g. UN Fish
stocks agreement)",4.06924395183472,5.22487369522411,6.48503368813759,8.22084866480359,2.78671328671329,0.358845671267252,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Structural reform of governance system","Structural reform of governance system","Reform system to be more resilient to infrequent but high magnitude impacts ",5.82352941176471,7.41176470588235,0.523248437489918,0.271959441307455,2.15740857621033,1.1213175023946,2.69318181818182,1.88235294117647,37.0464098945208,15.12888693707,"Reform system to be more
resilient to infrequent but
high magnitude impacts",4.80319495865937,6.84386386487004,6.88144379533282,7.94208561643189,2.69318181818182,0.371308016877637,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Structural reform of governance system","Structural reform of governance system","Reform system to be more resilient to pre-empted impacts (risk based evidence) ",6.29411764705882,7.58823529411765,0.426724062604321,0.227822549776907,1.7594283831103,0.939336436627724,3.00595238095238,1.85294117647059,27.9535350587617,12.3788522656367,"Reform system to be more
resilient to pre-empted
impacts (risk based evidence)",5.4620057249804,7.12622956913725,7.14398132205268,8.03248926618262,3.00595238095238,0.332673267326733,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Structural reform of governance system","Structural reform of governance system","Reform system to be more responsive to monitoring information (adaptive) ",6.76470588235294,7.94117647058824,0.369114717588563,0.18130629420497,1.52189896858768,0.747545001596402,3.00721153846154,1.79411764705882,22.4976369269483,9.41352964973247,"Reform system to be more
responsive to monitoring
information (adaptive)",6.04493218305524,7.48447958165064,7.58762919688854,8.29472374428793,3.00721153846154,0.332533972821743,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Structural reform of governance system","Structural reform of governance system","Reform using local solutions cross-jurisdiction governance issues ",6.64705882352941,7.17647058823529,0.320169721427606,0.376079760368954,1.3200935795706,1.55061657565817,2.75454545454545,1.76470588235294,19.859814913894,21.6069522837614,"Reform using local solutions
cross-jurisdiction governance
issues",6.02272786674558,7.27138978031324,6.44311505551584,7.90982612095475,2.75454545454545,0.363036303630363,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Targeted investments (by public or private sector)","Targeted investments (by public or private sector)","Improve tools for fisheries management including ecological forecasts, climate informed assessments and targets, long term projections ",8.11764705882353,7.82352941176471,0.240745669760954,0.274334678032024,0.992619825334483,1.13111085429585,3.70588235294118,1.57904411764706,12.2279253845552,14.4578079120522,"Improve tools for fisheries
management including
ecological forecasts, climate
informed assessments and
targets, long term projections",7.64819300278967,8.58710111485739,7.28857678960226,8.35848203392715,3.70588235294118,0.26984126984127,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Targeted investments (by public or private sector)","Targeted investments (by public or private sector)","Invest in gear development ",8,5.58823529411765,0.210042012604201,0.462242166044168,0.866025403784439,1.9058732752144,2.62362637362637,1.64154411764706,10.8253175473055,34.105100714363,"Invest in gear development",7.59041807542181,8.40958192457819,4.68686307033152,6.48960751790377,2.62362637362637,0.381151832460733,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Targeted investments (by public or private sector)","Targeted investments (by public or private sector)","Invest in making changes to ports/shipping facilities ",6.88235294117647,6.94117647058824,0.484178753916304,0.314719625868128,1.99632014407686,1.29762225990916,2.54545454545455,2.03492647058824,29.0063610677834,18.6945579817422,"Invest in making changes to
ports/shipping facilities",5.93820437103968,7.82650151131326,6.32747320014539,7.55487974103109,2.54545454545455,0.392857142857143,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Targeted investments (by public or private sector)","Targeted investments (by public or private sector)","Invest in making changes to processing facilities ",6.70588235294118,5.64705882352941,0.281340095142779,0.419568900520209,1.159994928995,1.72992689406909,2.5375,1.85110294117647,17.2981699937851,30.6341220824735,"Invest in making changes to
processing facilities",6.15726916741276,7.2544955384696,4.828899467515,6.46521817954382,2.5375,0.394088669950739,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Targeted investments (by public or private sector)","Targeted investments (by public or private sector)","Plan for changes in markets and consumer preference ",7.05882352941176,7.23529411764706,0.290417906737228,0.337915449796355,1.19742370504837,1.39326109203847,2.58571428571429,1.66727941176471,16.9635024881852,19.2564541176049,"Plan for changes in markets
and consumer preference",6.49250861127417,7.62513844754936,6.57635899054417,7.89422924474995,2.58571428571429,0.386740331491713,"Fisheries Adaptation","Fisheries"
"Fisheries","Fisheries:  Targeted investments (by public or private sector)","Targeted investments (by public or private sector)","Plan for changes of fishing opportunities ",7.41176470588235,7.64705882352941,0.309872169201551,0.320169721427606,1.27763568405726,1.3200935795706,3.42279411764706,1.70036764705882,17.2379417690266,17.2627621943848,"Plan for changes of fishing
opportunities",6.80751397593933,8.01601543582538,7.02272786674558,8.27138978031324,3.42279411764706,0.292158968850698,"Fisheries Adaptation","Fisheries"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","ability to harvest early ",6.2,6.6,0.374165738677394,0.748331477354788,0.836660026534076,1.67332005306815,2.33333333333333,1.8,13.4945165570012,25.3533341373962,"ability to harvest early",5.47037680957908,6.92962319042092,5.14075361915816,8.05924638084184,2.33333333333333,0.428571428571429,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","better gear ",7.8,8,0.374165738677394,0,0.836660026534076,0,3,2,10.7264105965907,0,"better gear",7.07037680957908,8.52962319042092,8,8,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","choose robust species  for ability to survival events ",6.4,6.6,0.4,0.509901951359279,0.894427190999916,1.14017542509914,2.83333333333333,1.7,13.9754248593737,17.2753852287748,"choose robust species for
ability to survival events",5.62,7.18,5.60569119484941,7.59430880515059,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","co-locate with offshore wind farms or Marine energy farms to share risks ",4.6,4.4,1.20830459735946,1.12249721603218,2.70185121722126,2.50998007960223,3,2.2,58.7358960265491,57.0450018091415,"co-locate with offshore wind
farms or Marine energy farms
to share risks",2.24380603514906,6.95619396485094,2.21113042873724,6.58886957126276,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","design near shore farms to protect shoreline development ",5.4,6,0.812403840463596,0.707106781186548,1.81659021245849,1.58113883008419,2.5,1.8,33.6405594899721,26.3523138347365,"design near shore farms to
protect shoreline development",3.81581251109599,6.98418748890401,4.62114177668623,7.37885822331377,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","design to collect energy for own use ",4,4,1.04880884817015,1.04880884817015,2.34520787991171,2.34520787991171,2.83333333333333,2.3,58.6301969977929,58.6301969977929,"design to collect energy for
own use",1.9548227460682,6.0451772539318,1.9548227460682,6.0451772539318,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","designs to mitigate other impacts ",6.8,7.8,0.489897948556636,0.2,1.09544511501033,0.447213595499958,2.41666666666667,2,16.1094869854461,5.73350763461485,"designs to mitigate other
impacts",5.84469900031456,7.75530099968544,7.41,8.19,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","develop low cost effective ways to make stock un reproductive for when they escape ",6.4,7.2,0.812403840463596,0.374165738677394,1.81659021245849,0.836660026534076,2.75,1.9,28.384222069664,11.6202781463066,"develop low cost effective
ways to make stock un
reproductive for when they
escape",4.81581251109599,7.98418748890401,6.47037680957908,7.92962319042092,2.75,0.363636363636364,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","disaster relief support ",5.6,6.2,0.871779788708135,1.113552872566,1.94935886896179,2.48997991959775,2.66666666666667,1.775,34.8099798028892,40.1609664451249,"disaster relief support",3.90002941201914,7.29997058798086,4.02857189849629,8.37142810150371,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","event forecasting/prediction ",7.4,7.2,0.509901951359279,0.374165738677394,1.14017542509914,0.836660026534076,2.5,1.9,15.4077760148532,11.6202781463066,"event forecasting/prediction",6.40569119484941,8.39430880515059,6.47037680957908,7.92962319042092,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","Geneticly select for ability to survival events ",5.2,6.8,0.58309518948453,0.734846922834953,1.30384048104053,1.6431676725155,2.41666666666667,2.2,25.0738554046256,24.1642304781691,"Geneticly select for ability
to survival events",4.06296438050517,6.33703561949483,5.36704850047184,8.23295149952816,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","harden shore-based infrastructure ",6,6,0.836660026534075,0.894427190999916,1.87082869338697,2,2.5,2,31.1804782231162,33.3333333333333,"harden shore-based
infrastructure",4.36851294825855,7.63148705174145,4.25586697755016,7.74413302244984,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","husbandry practices to ensure stock are not impacted ",6.8,7,0.374165738677394,0.316227766016838,0.836660026534076,0.707106781186548,2.33333333333333,2,12.3038239196188,10.1015254455221,"husbandry practices to ensure
stock are not impacted",6.07037680957908,7.52962319042092,6.38335585626717,7.61664414373283,2.33333333333333,0.428571428571429,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","insurance ",6.6,6.4,0.92736184954957,1.12249721603218,2.07364413533277,2.50998007960223,2.33333333333333,1.875,31.418850535345,39.2184387437848,"insurance",4.79164439337834,8.40835560662166,4.21113042873724,8.58886957126276,2.33333333333333,0.428571428571429,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","invest in ocean engineering/STEM ",6.8,6.2,0.374165738677394,0.58309518948453,0.836660026534076,1.30384048104053,3,1.775,12.3038239196188,21.0296851780731,"invest in ocean engineering/
STEM",6.07037680957908,7.52962319042092,5.06296438050517,7.33703561949483,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","make available systems and infrastructure for moving/storing gear ",6,6,0.894427190999916,0.707106781186548,2,1.58113883008419,2.41666666666667,2.2,33.3333333333333,26.3523138347365,"make available systems and
infrastructure for moving/
storing gear",4.25586697755016,7.74413302244984,4.62114177668623,7.37885822331377,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","move, harden or adapt production practices or timing ",7.4,7.2,0.244948974278318,0.2,0.547722557505166,0.447213595499958,2.16666666666667,1.8,7.40165618250224,6.21129993749942,"move, harden or adapt
production practices or timing",6.92234950015728,7.87765049984272,6.81,7.59,2.16666666666667,0.461538461538461,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","realistic scenarios and climte proof planning ",7.4,6.8,0.509901951359279,0.374165738677394,1.14017542509914,0.836660026534076,2.41666666666667,2,15.4077760148532,12.3038239196188,"realistic scenarios and climte
proof planning",6.40569119484941,8.39430880515059,6.07037680957908,7.52962319042092,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","remote farm monitoring ",6.6,6.6,0.678232998312527,0.509901951359279,1.51657508881031,1.14017542509914,2.5,2,22.9784104365198,17.2753852287748,"remote farm monitoring",5.27744565329057,7.92255434670943,5.60569119484941,7.59430880515059,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","remote operation of farms (including feeding of fish and tending of crops) ",6,6.6,1.09544511501033,0.678232998312527,2.44948974278318,1.51657508881031,2.83333333333333,2.325,40.8248290463863,22.9784104365198,"remote operation of farms
(including feeding of fish and
tending of crops)",3.86388202572985,8.13611797427015,5.27744565329057,7.92255434670943,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","required mitigation plans for events, structural requirements, a robust MSP needs to be in place ",7.4,8,0.4,0.316227766016838,0.894427190999916,0.707106781186548,2.66666666666667,1.675,12.0868539324313,8.83883476483184,"required mitigation plans
for events, structural
requirements, a robust MSP
needs to be in place",6.62,8.18,7.38335585626717,8.61664414373283,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","sanctuaries/land based hatcheries for moving/holding fish in short term ",5.8,6,0.734846922834953,1.14017542509914,1.6431676725155,2.54950975679639,2.41666666666667,2.1,28.3304771123362,42.4918292799399,"sanctuaries/land based
hatcheries for moving/holding
fish in short term",4.36704850047184,7.23295149952816,3.77665792105668,8.22334207894332,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","timing of prouction to seasonal events ",6,5.8,0.547722557505166,0.8,1.22474487139159,1.78885438199983,2.41666666666667,1.9,20.4124145231931,30.8423169310316,"timing of prouction to
seasonal events",4.93194101286493,7.06805898713507,4.24,7.36,2.41666666666667,0.413793103448276,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with Catastrophic Events","Dealing with Catastrophic Events","use genetic risk models to choose low risk species when they escape ",6.6,5.8,0.678232998312527,0.916515138991168,1.51657508881031,2.04939015319192,2.33333333333333,1.6,22.9784104365198,35.3343129860676,"use genetic risk models to
choose low risk species when
they escape",5.27744565329057,7.92255434670943,4.01279547896722,7.58720452103278,2.33333333333333,0.428571428571429,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","adopt and ecosystem approach to management including adaptive management ",7.2,7.6,0.374165738677394,0.748331477354788,0.836660026534076,1.67332005306815,3.33333333333333,2,11.6202781463066,22.0173691193178,"adopt and ecosystem approach
to management including
adaptive management",6.47037680957908,7.92962319042092,6.14075361915816,9.05924638084184,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","change species to something more approparate for new conditions - look south for species in north ",8.2,8.8,0.374165738677394,0.374165738677394,0.836660026534076,0.836660026534076,2.66666666666667,2.2,10.2031710552936,9.50750030152359,"change species to something
more approparate for new
conditions - look south for
species in north",7.47037680957908,8.92962319042092,8.07037680957908,9.52962319042092,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","crop insurance programs ",5.8,5.8,0.58309518948453,1.01980390271856,1.30384048104053,2.28035085019828,2.5,2,22.4800082938022,39.3163939689358,"crop insurance programs",4.66296438050517,6.93703561949483,3.81138238969881,7.78861761030119,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","develop diversity in businesses ",7.2,6.8,0.8,1.01980390271856,1.78885438199983,2.28035085019828,2.5,1.8,24.8451997499977,33.5345713264452,"develop diversity in
businesses",5.64,8.76,4.81138238969881,8.78861761030119,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","Develop Hatcheries ",7.4,7.8,0.748331477354788,0.860232526704263,1.67332005306815,1.92353840616713,3,2,22.6124331495696,24.6607487970145,"Develop Hatcheries",5.94075361915816,8.85924638084184,6.12254657292669,9.47745342707331,3,0.333333333333333,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","Develop head start programs ",6.6,7,0.509901951359279,0.707106781186548,1.14017542509914,1.58113883008419,2.66666666666667,1.8,17.2753852287748,22.5876975726313,"Develop head start programs",5.60569119484941,7.59430880515059,5.62114177668623,8.37885822331377,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","Genetic selection for better performance ",7.6,8.4,0.6,0.4,1.34164078649987,0.894427190999916,2.66666666666667,2,17.6531682434194,10.647942749999,"Genetic selection for better
performance",6.43,8.77,7.62,9.18,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","improve genetic risk x selection understanding ",7.6,7.8,0.4,0.374165738677394,0.894427190999916,0.836660026534076,3.33333333333333,2,11.7687788289463,10.7264105965907,"improve genetic risk x
selection understanding",6.82,8.38,7.07037680957908,8.52962319042092,3.33333333333333,0.3,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","new farming tech to move to locations with better environment for farming (offshore?) ",8.2,8.6,0.374165738677394,0.4,0.836660026534076,0.894427190999916,2.83333333333333,1.9,10.2031710552936,10.4003161744176,"new farming tech to move
to locations with better
environment for farming
(offshore?)",7.47037680957908,8.92962319042092,7.82,9.38,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","proactive siting/planning to identify resilient farm sites ",7.6,7.4,0.244948974278318,0.678232998312527,0.547722557505166,1.51657508881031,2.83333333333333,1.9,7.20687575664692,20.4942579568961,"proactive siting/planning to
identify resilient farm sites",7.12234950015728,8.07765049984272,6.07744565329057,8.72255434670943,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","spatial planning to select optimal sites to max G and S ",7.8,7.4,0.374165738677394,0.6,0.836660026534076,1.34164078649987,2.83333333333333,1.8,10.7264105965907,18.1302808986469,"spatial planning to select
optimal sites to max G and S",7.07037680957908,8.52962319042092,6.23,8.57,2.83333333333333,0.352941176470588,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in growth and survival","Dealing with changes in growth and survival","use of therapeautics (good and bad) to maintain good health ",7.4,6.8,0.509901951359279,0.969535971483266,1.14017542509914,2.16794833886788,2.5,1.8,15.4077760148532,31.8815932186453,"use of therapeautics (good and
bad) to maintain good health",6.40569119484941,8.39430880515059,4.90940485560763,8.69059514439237,2.5,0.4,"Aquaculture Adaptation","Aquaculture"
"Any Species Group","Any Species Group:  Dealing with changes in Habitat suitability","Dealing with changes in Habitat suitability","aquaculture planned with an ecosystem approach can be designed to improve habitat for wild species of interest ",7.4,6.6,0.244948974278318,0.4,0.547722557505166,0.894427190999916,2.66666666666667,2,7.40165618250224,13.5519271363624,"aquaculture planned with an
ecosystem approach can be
designed to improve habitat
for wild species of interest",6.92234950015728,7.87765049984272,5.82,7.38,2.66666666666667,0.375,"Aquaculture Adaptation","Aquaculture"
